E6A55_31245,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31250,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_31255,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31260,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_31265,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_31270,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31275,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31280,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31285,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31290,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31295,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31300,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31305,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31310,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31315,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31320,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31325,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31330,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31335,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31340,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31345,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31350,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31355,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31360,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_31365,"tssA",Dispensable
E6A55_31370,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31375,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31380,"tssK",Dispensable
E6A55_31385,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31390,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31395,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31400,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31405,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31410,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31415,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31420,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31425,"tssI",Dispensable
E6A55_31430,"tssH",Dispensable
E6A55_31435,"tssG",Dispensable
E6A55_31440,"tssF",Dispensable
E6A55_31445,"tssE",Dispensable
E6A55_31450,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31455,"tssC",Dispensable
E6A55_31460,"tssB",Dispensable
E6A55_31465,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31470,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_31475,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31480,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31485,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31490,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31495,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31500,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31505,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31510,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31515,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31520,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31525,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31530,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31535,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31540,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31545,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31550,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31555,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31560,"dctA",Dispensable
E6A55_31565,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31570,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31575,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31580,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31585,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31590,"alc",Dispensable
E6A55_31595,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31600,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31605,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31610,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31615,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31620,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31625,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31630,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31635,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31640,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31645,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31650,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31655,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31660,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31665,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31670,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31675,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31680,"Catalyzes the reversible hydration of unsaturatedfatty acyl-CoA to beta-hydroxyacyl-CoA; Derived byautomated computational analysis using gene predictionmethod: Protein Homology.",Dispensable
E6A55_31685,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31690,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31695,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31700,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31705,"puuE",Dispensable
E6A55_31710,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31715,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31720,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31725,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31730,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31735,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31740,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31745,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31750,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31755,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31760,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31765,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31770,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31775,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31780,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31785,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31790,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31795,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31800,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31805,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31810,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31815,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31820,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31825,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31830,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31835,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31840,"fabG",Dispensable
E6A55_31845,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31850,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31855,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31860,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31865,"pip",Dispensable
E6A55_31870,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31875,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31880,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31885,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31890,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31895,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31900,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31905,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31910,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31915,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31920,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31925,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31930,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31935,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31940,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31945,"argG",Dispensable
E6A55_31950,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31955,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31960,"Catalyzes the reversible hydration of unsaturatedfatty acyl-CoA to beta-hydroxyacyl-CoA; Derived byautomated computational analysis using gene predictionmethod: Protein Homology.",Dispensable
E6A55_31965,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31970,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31975,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31980,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31985,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31990,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_31995,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32000,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32005,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32010,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32015,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32020,"frameshifted; incomplete; partial on completegenome; missing C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_32025,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32030,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32035,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32040,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32045,"thpR",Dispensable
E6A55_32050,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32055,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32060,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32065,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32070,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32075,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32080,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32085,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32090,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32095,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32100,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32105,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32110,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32115,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32120,"glk",Dispensable
E6A55_32125,"pgl",Dispensable
E6A55_32130,"zwf",Dispensable
E6A55_32135,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32140,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32145,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32150,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32155,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32160,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32165,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_32170,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32175,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32180,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32185,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32190,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32195,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32200,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32205,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32210,"cybH",Dispensable
E6A55_32215,"hybD",Dispensable
E6A55_32220,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32225,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32230,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32235,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32240,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32245,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32250,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32255,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32260,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32265,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32270,"hypD",Dispensable
E6A55_32275,"hypE",Dispensable
E6A55_32280,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32285,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32290,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32295,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32300,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32305,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32310,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32315,"ltrA",Dispensable
E6A55_32320,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32325,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32330,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32335,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32340,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_32345,"incomplete; partial on complete genome; missingN-terminus and C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_32350,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32355,"internal stop; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_32360,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32365,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32370,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32375,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32380,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32385,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32390,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32395,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32400,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32405,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32410,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32415,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32420,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32425,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32430,"incomplete; partial on complete genome; missingN-terminus and C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_32435,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32440,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32445,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32450,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32455,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32460,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32465,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32470,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32475,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32480,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32485,"frameshifted; incomplete; partial on completegenome; missing C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_32490,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32495,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32500,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32505,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32510,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32515,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32520,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32525,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32530,"hypF",Dispensable
E6A55_32535,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32540,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32545,"hypD",Dispensable
E6A55_32550,"hypE",Dispensable
E6A55_32555,"hypA",Dispensable
E6A55_32560,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32565,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32570,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_32575,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32580,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_32585,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32590,"frameshifted; incomplete; partial on completegenome; missing N-terminus and C-terminus; Derived byautomated computational analysis using gene predictionmethod: Protein Homology.",Dispensable
E6A55_32595,"incomplete; partial on complete genome; missingN-terminus and C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_32600,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32605,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32610,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32615,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32620,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32625,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32630,"hypA",Dispensable
E6A55_32635,"hypB",Dispensable
E6A55_32640,"hypF",Dispensable
E6A55_32645,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32650,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32655,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32660,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32665,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32670,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32675,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32680,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32685,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32690,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32695,"internal stop; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_32700,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32705,"frameshifted; incomplete; partial on completegenome; missing C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_32710,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32715,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32720,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32725,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32730,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32735,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32740,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32745,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32750,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32755,"frameshifted; incomplete; partial on completegenome; missing N-terminus and C-terminus; Derived byautomated computational analysis using gene predictionmethod: Protein Homology.",Dispensable
E6A55_32760,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32765,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32770,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32775,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32780,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32785,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32790,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32795,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32800,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32805,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32810,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32815,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32820,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32825,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32830,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32835,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32840,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_32845,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32850,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32855,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32860,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32865,"ybgF",Dispensable
E6A55_32870,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32875,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
